{(company, APPLE); (value, 71.93); (drop, 65.35); (variation, 0.38); (date, 2022-06-07)} 
{(company, MICROSOFT); (value, 13.0); (drop, 0.3); (variation, 0.23); (date, 2022-06-07)} 
{(company, APPLE); (value, 76.34); (drop, 3.69); (variation, 0.2); (date, 2022-06-07)} 
{(company, APPLE); (value, 65.92); (drop, 6.07); (variation, 0.92); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 0.79); (drop, 0.37); (variation, 0.29); (date, 2022-06-07)} 
{(company, MICROSOFT); (value, 47.46); (drop, 12.43); (variation, 0.79); (date, 2022-06-09)} 
{(company, MICROSOFT); (value, 99.67); (drop, 95.62); (variation, 0.65); (date, 2022-06-07)} 
{(company, AMAZON); (value, 82.93); (drop, 16.98); (variation, 0.57); (date, 2022-06-08)} 
{(company, APPLE); (value, 97.26); (drop, 72.22); (variation, 0.34); (date, 2022-06-09)} 
{(company, GOOGLE); (value, 56.77); (drop, 28.9); (variation, 0.36); (date, 2022-06-09)} 
{(company, AMAZON); (value, 65.7); (drop, 38.04); (variation, 0.28); (date, 2022-06-08)} 
{(company, GOOGLE); (value, 73.16); (drop, 64.35); (variation, 0.03); (date, 2022-06-09)} 
{(company, MICROSOFT); (value, 43.76); (drop, 32.77); (variation, 0.96); (date, 2022-06-07)} 
{(company, MICROSOFT); (value, 67.05); (drop, 17.71); (variation, 0.22); (date, 2022-06-08)} 
{(company, APPLE); (value, 57.07); (drop, 54.42); (variation, 0.11); (date, 2022-06-09)} 
{(company, AMAZON); (value, 7.06); (drop, 4.24); (variation, 0.66); (date, 2022-06-09)} 
{(company, GOOGLE); (value, 9.96); (drop, 6.38); (variation, 0.23); (date, 2022-06-09)} 
{(company, MICROSOFT); (value, 89.86); (drop, 36.07); (variation, 0.93); (date, 2022-06-08)} 
{(company, MICROSOFT); (value, 86.52); (drop, 46.5); (variation, 0.38); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 92.13); (drop, 25.68); (variation, 0.64); (date, 2022-06-07)} 
{(company, APPLE); (value, 28.4); (drop, 7.11); (variation, 0.0); (date, 2022-06-08)} 
{(company, MICROSOFT); (value, 44.45); (drop, 33.86); (variation, 0.34); (date, 2022-06-07)} 
{(company, APPLE); (value, 25.28); (drop, 18.38); (variation, 0.57); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 31.63); (drop, 16.24); (variation, 0.63); (date, 2022-06-09)} 
{(company, APPLE); (value, 68.95); (drop, 10.74); (variation, 0.25); (date, 2022-06-09)} 
{(company, AMAZON); (value, 81.97); (drop, 15.06); (variation, 0.84); (date, 2022-06-07)} 
{(company, MICROSOFT); (value, 32.16); (drop, 14.74); (variation, 0.75); (date, 2022-06-08)} 
{(company, AMAZON); (value, 59.91); (drop, 16.58); (variation, 0.39); (date, 2022-06-09)} 
{(company, AMAZON); (value, 18.26); (drop, 8.11); (variation, 0.5); (date, 2022-06-09)} 
{(company, GOOGLE); (value, 3.61); (drop, 3.09); (variation, 0.18); (date, 2022-06-09)} 
{(company, AMAZON); (value, 86.65); (drop, 42.71); (variation, 0.91); (date, 2022-06-07)} 
{(company, MICROSOFT); (value, 84.05); (drop, 58.15); (variation, 0.6); (date, 2022-06-08)} 
{(company, GOOGLE); (value, 72.03); (drop, 59.39); (variation, 0.26); (date, 2022-06-08)} 
{(company, MICROSOFT); (value, 75.92); (drop, 12.5); (variation, 0.06); (date, 2022-06-09)} 
{(company, AMAZON); (value, 66.03); (drop, 54.75); (variation, 0.64); (date, 2022-06-07)} 
{(company, MICROSOFT); (value, 74.37); (drop, 26.34); (variation, 0.75); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 83.91); (drop, 62.25); (variation, 0.67); (date, 2022-06-07)} 
{(company, AMAZON); (value, 96.71); (drop, 47.27); (variation, 0.76); (date, 2022-06-07)} 
{(company, APPLE); (value, 33.32); (drop, 10.43); (variation, 0.73); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 86.26); (drop, 82.68); (variation, 0.79); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 63.22); (drop, 42.06); (variation, 0.09); (date, 2022-06-09)} 
{(company, APPLE); (value, 90.0); (drop, 79.1); (variation, 0.04); (date, 2022-06-07)} 
{(company, AMAZON); (value, 74.81); (drop, 30.81); (variation, 0.06); (date, 2022-06-09)} 
{(company, GOOGLE); (value, 11.12); (drop, 8.35); (variation, 0.31); (date, 2022-06-09)} 
{(company, MICROSOFT); (value, 3.03); (drop, 0.27); (variation, 0.12); (date, 2022-06-09)} 
{(company, GOOGLE); (value, 30.46); (drop, 0.55); (variation, 0.6); (date, 2022-06-07)} 
{(company, MICROSOFT); (value, 27.46); (drop, 24.01); (variation, 0.98); (date, 2022-06-07)} 
{(company, AMAZON); (value, 46.88); (drop, 12.88); (variation, 0.97); (date, 2022-06-07)} 
{(company, APPLE); (value, 23.51); (drop, 16.42); (variation, 0.46); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 49.81); (drop, 5.89); (variation, 0.71); (date, 2022-06-09)} 
{(company, GOOGLE); (value, 7.86); (drop, 5.12); (variation, 0.8); (date, 2022-06-08)} 
{(company, GOOGLE); (value, 19.05); (drop, 18.05); (variation, 0.25); (date, 2022-06-09)} 
{(company, MICROSOFT); (value, 69.79); (drop, 55.88); (variation, 0.14); (date, 2022-06-09)} 
{(company, AMAZON); (value, 27.81); (drop, 12.23); (variation, 0.22); (date, 2022-06-07)} 
{(company, MICROSOFT); (value, 13.99); (drop, 9.75); (variation, 0.86); (date, 2022-06-08)} 
{(company, AMAZON); (value, 44.38); (drop, 19.79); (variation, 0.96); (date, 2022-06-08)} 
{(company, GOOGLE); (value, 41.6); (drop, 20.5); (variation, 0.3); (date, 2022-06-07)} 
{(company, MICROSOFT); (value, 49.71); (drop, 30.14); (variation, 0.88); (date, 2022-06-07)} 
{(company, AMAZON); (value, 43.78); (drop, 31.72); (variation, 0.94); (date, 2022-06-08)} 
{(company, APPLE); (value, 4.76); (drop, 2.34); (variation, 0.78); (date, 2022-06-07)} 
{(company, APPLE); (value, 0.5); (drop, 0.12); (variation, 0.83); (date, 2022-06-09)} 
{(company, AMAZON); (value, 35.13); (drop, 30.3); (variation, 0.89); (date, 2022-06-09)} 
{(company, APPLE); (value, 13.04); (drop, 6.19); (variation, 0.26); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 32.07); (drop, 7.76); (variation, 0.21); (date, 2022-06-08)} 
{(company, AMAZON); (value, 90.68); (drop, 77.6); (variation, 0.42); (date, 2022-06-09)} 
{(company, MICROSOFT); (value, 37.3); (drop, 13.85); (variation, 0.2); (date, 2022-06-07)} 
{(company, AMAZON); (value, 68.62); (drop, 49.9); (variation, 0.08); (date, 2022-06-07)} 
{(company, AMAZON); (value, 12.48); (drop, 10.2); (variation, 0.05); (date, 2022-06-07)} 
{(company, AMAZON); (value, 78.08); (drop, 15.67); (variation, 0.2); (date, 2022-06-07)} 
{(company, AMAZON); (value, 38.93); (drop, 31.68); (variation, 0.9); (date, 2022-06-08)} 
{(company, MICROSOFT); (value, 68.22); (drop, 8.2); (variation, 0.92); (date, 2022-06-09)} 
{(company, MICROSOFT); (value, 15.06); (drop, 12.16); (variation, 0.26); (date, 2022-06-08)} 
{(company, GOOGLE); (value, 10.45); (drop, 1.03); (variation, 0.66); (date, 2022-06-09)} 
{(company, APPLE); (value, 55.64); (drop, 7.43); (variation, 0.81); (date, 2022-06-08)} 
{(company, MICROSOFT); (value, 29.64); (drop, 16.22); (variation, 0.83); (date, 2022-06-08)} 
{(company, MICROSOFT); (value, 73.88); (drop, 48.8); (variation, 0.54); (date, 2022-06-09)} 
{(company, AMAZON); (value, 93.49); (drop, 39.26); (variation, 0.63); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 8.5); (drop, 6.05); (variation, 0.85); (date, 2022-06-08)} 
{(company, APPLE); (value, 60.23); (drop, 33.51); (variation, 0.94); (date, 2022-06-08)} 
{(company, MICROSOFT); (value, 91.17); (drop, 28.96); (variation, 0.11); (date, 2022-06-09)} 
{(company, APPLE); (value, 76.25); (drop, 33.24); (variation, 0.33); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 65.03); (drop, 32.16); (variation, 0.17); (date, 2022-06-08)} 
{(company, MICROSOFT); (value, 40.85); (drop, 4.28); (variation, 0.9); (date, 2022-06-07)} 
{(company, APPLE); (value, 42.5); (drop, 4.74); (variation, 0.63); (date, 2022-06-08)} 
{(company, APPLE); (value, 17.0); (drop, 11.35); (variation, 0.81); (date, 2022-06-08)} 
{(company, APPLE); (value, 29.02); (drop, 9.07); (variation, 0.01); (date, 2022-06-09)} 
{(company, AMAZON); (value, 12.91); (drop, 4.54); (variation, 0.14); (date, 2022-06-09)} 
{(company, AMAZON); (value, 10.87); (drop, 9.6); (variation, 0.69); (date, 2022-06-08)} 
{(company, APPLE); (value, 28.75); (drop, 2.46); (variation, 0.23); (date, 2022-06-08)} 
{(company, MICROSOFT); (value, 0.85); (drop, 0.36); (variation, 0.34); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 64.28); (drop, 56.23); (variation, 0.12); (date, 2022-06-08)} 
{(company, MICROSOFT); (value, 39.03); (drop, 10.54); (variation, 0.4); (date, 2022-06-08)} 
{(company, AMAZON); (value, 65.92); (drop, 2.79); (variation, 0.37); (date, 2022-06-09)} 
{(company, APPLE); (value, 35.11); (drop, 3.73); (variation, 0.76); (date, 2022-06-07)} 
{(company, APPLE); (value, 21.0); (drop, 19.99); (variation, 0.61); (date, 2022-06-08)} 
{(company, APPLE); (value, 96.71); (drop, 70.5); (variation, 0.96); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 39.29); (drop, 18.0); (variation, 0.48); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 5.44); (drop, 2.23); (variation, 0.66); (date, 2022-06-08)} 
{(company, MICROSOFT); (value, 72.66); (drop, 67.57); (variation, 0.12); (date, 2022-06-08)} 
{(company, MICROSOFT); (value, 17.44); (drop, 14.33); (variation, 0.2); (date, 2022-06-08)} 
{(company, APPLE); (value, 29.34); (drop, 23.93); (variation, 0.52); (date, 2022-06-07)} 
{(company, AMAZON); (value, 97.34); (drop, 52.82); (variation, 0.35); (date, 2022-06-09)} 
{(company, GOOGLE); (value, 15.0); (drop, 7.68); (variation, 0.59); (date, 2022-06-09)} 
{(company, MICROSOFT); (value, 69.96); (drop, 45.13); (variation, 0.38); (date, 2022-06-09)} 
{(company, GOOGLE); (value, 96.32); (drop, 48.3); (variation, 0.8); (date, 2022-06-07)} 
{(company, MICROSOFT); (value, 99.9); (drop, 91.14); (variation, 0.94); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 15.02); (drop, 2.45); (variation, 0.16); (date, 2022-06-08)} 
{(company, AMAZON); (value, 17.67); (drop, 12.67); (variation, 0.26); (date, 2022-06-09)} 
{(company, AMAZON); (value, 62.87); (drop, 6.43); (variation, 0.4); (date, 2022-06-09)} 
{(company, AMAZON); (value, 53.05); (drop, 31.0); (variation, 0.53); (date, 2022-06-09)} 
{(company, AMAZON); (value, 49.84); (drop, 7.96); (variation, 0.21); (date, 2022-06-08)} 
{(company, GOOGLE); (value, 60.83); (drop, 41.17); (variation, 0.71); (date, 2022-06-08)} 
{(company, AMAZON); (value, 18.55); (drop, 14.74); (variation, 0.42); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 37.15); (drop, 31.35); (variation, 0.31); (date, 2022-06-08)} 
{(company, AMAZON); (value, 57.67); (drop, 49.6); (variation, 0.67); (date, 2022-06-09)} 
{(company, APPLE); (value, 97.8); (drop, 42.39); (variation, 0.27); (date, 2022-06-08)} 
{(company, APPLE); (value, 78.79); (drop, 75.67); (variation, 0.9); (date, 2022-06-08)} 
{(company, APPLE); (value, 9.08); (drop, 3.86); (variation, 0.47); (date, 2022-06-09)} 
{(company, AMAZON); (value, 58.66); (drop, 57.26); (variation, 0.1); (date, 2022-06-09)} 
{(company, AMAZON); (value, 29.85); (drop, 27.81); (variation, 0.93); (date, 2022-06-08)} 
{(company, GOOGLE); (value, 29.78); (drop, 10.05); (variation, 0.99); (date, 2022-06-08)} 
{(company, APPLE); (value, 99.19); (drop, 68.61); (variation, 0.88); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 57.41); (drop, 23.06); (variation, 0.51); (date, 2022-06-08)} 
{(company, AMAZON); (value, 38.15); (drop, 3.9); (variation, 0.59); (date, 2022-06-08)} 
{(company, GOOGLE); (value, 28.53); (drop, 5.18); (variation, 0.44); (date, 2022-06-07)} 
{(company, AMAZON); (value, 76.87); (drop, 19.68); (variation, 0.8); (date, 2022-06-09)} 
{(company, GOOGLE); (value, 53.11); (drop, 52.51); (variation, 0.13); (date, 2022-06-07)} 
{(company, AMAZON); (value, 0.7); (drop, 0.2); (variation, 0.97); (date, 2022-06-08)} 
{(company, GOOGLE); (value, 69.16); (drop, 14.1); (variation, 0.71); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 70.72); (drop, 31.85); (variation, 0.16); (date, 2022-06-09)} 
{(company, AMAZON); (value, 43.37); (drop, 24.65); (variation, 0.71); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 80.79); (drop, 0.57); (variation, 0.22); (date, 2022-06-07)} 
{(company, MICROSOFT); (value, 5.39); (drop, 0.25); (variation, 0.36); (date, 2022-06-08)} 
{(company, MICROSOFT); (value, 30.11); (drop, 22.83); (variation, 0.28); (date, 2022-06-09)} 
{(company, MICROSOFT); (value, 74.93); (drop, 8.0); (variation, 0.43); (date, 2022-06-09)} 
{(company, MICROSOFT); (value, 99.16); (drop, 58.54); (variation, 0.76); (date, 2022-06-08)} 
{(company, MICROSOFT); (value, 58.72); (drop, 15.54); (variation, 0.61); (date, 2022-06-07)} 
{(company, APPLE); (value, 36.7); (drop, 23.6); (variation, 0.42); (date, 2022-06-07)} 
{(company, APPLE); (value, 37.42); (drop, 27.11); (variation, 0.44); (date, 2022-06-08)} 
{(company, AMAZON); (value, 11.1); (drop, 7.83); (variation, 0.21); (date, 2022-06-08)} 
{(company, MICROSOFT); (value, 85.69); (drop, 56.21); (variation, 0.62); (date, 2022-06-09)} 
{(company, APPLE); (value, 1.88); (drop, 0.86); (variation, 0.11); (date, 2022-06-09)} 
{(company, MICROSOFT); (value, 12.49); (drop, 1.73); (variation, 0.04); (date, 2022-06-07)} 
{(company, AMAZON); (value, 9.67); (drop, 9.08); (variation, 0.8); (date, 2022-06-09)} 
{(company, GOOGLE); (value, 7.64); (drop, 0.71); (variation, 0.33); (date, 2022-06-07)} 
{(company, AMAZON); (value, 14.2); (drop, 13.04); (variation, 0.67); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 30.92); (drop, 1.17); (variation, 0.82); (date, 2022-06-07)} 
{(company, APPLE); (value, 2.97); (drop, 0.59); (variation, 0.09); (date, 2022-06-08)} 
{(company, GOOGLE); (value, 76.3); (drop, 12.05); (variation, 0.65); (date, 2022-06-08)} 
{(company, GOOGLE); (value, 61.65); (drop, 21.5); (variation, 0.34); (date, 2022-06-09)} 
{(company, MICROSOFT); (value, 88.07); (drop, 73.9); (variation, 0.96); (date, 2022-06-07)} 
{(company, MICROSOFT); (value, 99.12); (drop, 9.49); (variation, 0.67); (date, 2022-06-08)} 
{(company, AMAZON); (value, 99.48); (drop, 89.55); (variation, 0.09); (date, 2022-06-07)} 
{(company, APPLE); (value, 38.29); (drop, 6.0); (variation, 0.17); (date, 2022-06-08)} 
{(company, MICROSOFT); (value, 58.33); (drop, 51.07); (variation, 0.38); (date, 2022-06-07)} 
{(company, MICROSOFT); (value, 35.92); (drop, 8.43); (variation, 0.64); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 45.55); (drop, 9.17); (variation, 0.66); (date, 2022-06-09)} 
{(company, GOOGLE); (value, 33.08); (drop, 0.78); (variation, 0.45); (date, 2022-06-09)} 
{(company, GOOGLE); (value, 99.12); (drop, 34.76); (variation, 0.32); (date, 2022-06-09)} 
{(company, AMAZON); (value, 18.02); (drop, 4.98); (variation, 0.67); (date, 2022-06-09)} 
{(company, AMAZON); (value, 85.03); (drop, 78.68); (variation, 0.22); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 78.13); (drop, 53.03); (variation, 0.96); (date, 2022-06-07)} 
{(company, APPLE); (value, 64.37); (drop, 38.29); (variation, 0.74); (date, 2022-06-09)} 
{(company, MICROSOFT); (value, 51.32); (drop, 49.19); (variation, 0.93); (date, 2022-06-09)} 
{(company, APPLE); (value, 82.99); (drop, 29.73); (variation, 0.83); (date, 2022-06-09)} 
{(company, GOOGLE); (value, 30.63); (drop, 10.61); (variation, 0.39); (date, 2022-06-07)} 
{(company, AMAZON); (value, 57.97); (drop, 21.64); (variation, 0.41); (date, 2022-06-07)} 
{(company, APPLE); (value, 70.96); (drop, 67.03); (variation, 0.04); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 88.93); (drop, 13.15); (variation, 0.74); (date, 2022-06-08)} 
{(company, GOOGLE); (value, 62.56); (drop, 2.92); (variation, 0.76); (date, 2022-06-07)} 
{(company, APPLE); (value, 53.12); (drop, 5.79); (variation, 0.99); (date, 2022-06-09)} 
{(company, APPLE); (value, 45.18); (drop, 32.52); (variation, 0.57); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 61.37); (drop, 58.51); (variation, 0.62); (date, 2022-06-09)} 
{(company, GOOGLE); (value, 7.27); (drop, 6.58); (variation, 0.97); (date, 2022-06-09)} 
{(company, GOOGLE); (value, 20.29); (drop, 0.45); (variation, 0.19); (date, 2022-06-09)} 
{(company, AMAZON); (value, 52.57); (drop, 6.79); (variation, 0.95); (date, 2022-06-09)} 
{(company, GOOGLE); (value, 33.26); (drop, 14.61); (variation, 0.57); (date, 2022-06-07)} 
{(company, AMAZON); (value, 44.65); (drop, 1.46); (variation, 0.45); (date, 2022-06-09)} 
{(company, APPLE); (value, 32.51); (drop, 28.63); (variation, 0.7); (date, 2022-06-09)} 
{(company, MICROSOFT); (value, 97.8); (drop, 88.17); (variation, 0.23); (date, 2022-06-09)} 
{(company, APPLE); (value, 61.13); (drop, 50.3); (variation, 0.66); (date, 2022-06-08)} 
{(company, AMAZON); (value, 16.75); (drop, 11.7); (variation, 0.85); (date, 2022-06-08)} 
{(company, AMAZON); (value, 22.85); (drop, 11.14); (variation, 0.24); (date, 2022-06-09)} 
{(company, AMAZON); (value, 71.02); (drop, 27.88); (variation, 0.19); (date, 2022-06-09)} 
{(company, MICROSOFT); (value, 85.84); (drop, 34.67); (variation, 0.46); (date, 2022-06-07)} 
{(company, MICROSOFT); (value, 31.57); (drop, 21.04); (variation, 0.99); (date, 2022-06-07)} 
{(company, AMAZON); (value, 27.73); (drop, 9.55); (variation, 0.05); (date, 2022-06-08)} 
{(company, GOOGLE); (value, 14.47); (drop, 2.58); (variation, 0.98); (date, 2022-06-07)} 
{(company, APPLE); (value, 64.83); (drop, 60.16); (variation, 0.71); (date, 2022-06-09)} 
{(company, GOOGLE); (value, 1.46); (drop, 0.36); (variation, 0.51); (date, 2022-06-09)} 
{(company, GOOGLE); (value, 65.53); (drop, 26.79); (variation, 0.95); (date, 2022-06-09)} 
{(company, AMAZON); (value, 28.76); (drop, 6.8); (variation, 0.96); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 54.48); (drop, 5.65); (variation, 0.65); (date, 2022-06-09)} 
{(company, MICROSOFT); (value, 50.22); (drop, 40.39); (variation, 0.24); (date, 2022-06-07)} 
{(company, APPLE); (value, 31.23); (drop, 6.59); (variation, 0.52); (date, 2022-06-08)} 
{(company, MICROSOFT); (value, 97.83); (drop, 59.37); (variation, 0.33); (date, 2022-06-07)} 
{(company, APPLE); (value, 34.22); (drop, 17.41); (variation, 0.55); (date, 2022-06-07)} 
{(company, APPLE); (value, 22.01); (drop, 19.19); (variation, 0.27); (date, 2022-06-09)} 
{(company, AMAZON); (value, 71.62); (drop, 16.79); (variation, 0.79); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 99.8); (drop, 33.58); (variation, 0.97); (date, 2022-06-09)} 
{(company, GOOGLE); (value, 71.94); (drop, 48.47); (variation, 0.11); (date, 2022-06-09)} 
{(company, APPLE); (value, 9.31); (drop, 3.97); (variation, 0.19); (date, 2022-06-07)} 
{(company, GOOGLE); (value, 85.77); (drop, 56.21); (variation, 0.28); (date, 2022-06-08)} 
